Name,Emp ID,Expense Type,Payment Type,Vendor Type,Payment Date,Country,Region,Company Code,Project Code,Cost Center,Receipt Status,,,Company Code
Fiona,89224,Accommodation,Bank Transfer,Restaurant,31-01-2022 18:41,Japan,South,7281,PJ435,CC5,Pending,,,
Hannah,78955,Meals,Bank Transfer,Hotel,21-07-2022 08:22,UK,West,4794,PJ853,CC29,Rejected,,,
Julia,92088,Meals,Cash,Hotel,20-02-2022 19:09,Germany,East,9693,PJ726,CC44,Rejected,,,
Charlie,16004,Meals,Online,Airline,28-07-2022 09:21,Japan,South,4794,PJ348,CC41,Rejected,,,
Hannah,45620,Travel,Bank Transfer,Taxi,27-07-2022 03:06,Japan,East,9284,PJ527,CC48,Approved,,,
Diana,52521,Transport,Bank Transfer,Taxi,05-03-2022 13:37,USA,North,8654,PJ909,CC17,Pending,,,
Charlie,96339,Transport,Cash,Airline,08-10-2022 23:53,Japan,South,6604,PJ514,CC21,Rejected,,,
Alice,67191,Transport,Cash,Airline,22-04-2022 10:07,Japan,West,7315,PJ798,CC10,Pending,,,
Edward,67852,Transport,Online,Hotel,30-08-2022 04:04,Canada,South,1100,PJ825,CC38,Received,,,
Diana,90675,Accommodation,Bank Transfer,Hotel,17-08-2022 19:13,Japan,Central,4248,PJ425,CC36,Rejected,,,
Alice,32302,Transport,Bank Transfer,Restaurant,23-09-2022 14:48,Germany,Central,1885,PJ504,CC31,Rejected,,,
Hannah,97069,Meals,Cash,Hotel,03-06-2022 17:29,Germany,North,2161,PJ925,CC38,Received,,,
Julia,93697,Transport,Bank Transfer,Airline,09-12-2022 04:35,Japan,South,5659,PJ355,CC38,Rejected,,,
Edward,62513,Transport,Cash,Hotel,07-07-2022 11:15,Germany,South,7065,PJ662,CC18,Rejected,,,
Alice,64545,Transport,Credit Card,Airline,22-05-2022 22:16,Canada,West,4648,PJ560,CC48,Pending,,,
Bob,90212,Transport,Cash,Airline,16-06-2022 14:47,Japan,West,3405,PJ944,CC39,Rejected,,,
Ivan,30989,Travel,Cash,Airline,09-04-2022 15:50,Germany,West,7141,PJ202,CC49,Pending,,,
Hannah,12562,Meals,Cash,Airline,07-02-2022 06:04,Canada,South,8949,PJ637,CC36,Rejected,,,
Bob,32597,Travel,Credit Card,Airline,18-11-2022 03:25,UK,South,2161,PJ618,CC15,Rejected,,,
Edward,35484,Meals,Cash,Airline,01-07-2022 13:42,USA,Central,8439,PJ262,CC41,Rejected,,,
George,88709,Transport,Cash,Airline,15-09-2022 05:51,Germany,East,2959,PJ905,CC6,Pending,,,
Ivan,56402,Transport,Cash,Hotel,05-04-2022 01:32,Canada,West,1627,PJ853,CC39,Received,,,
Fiona,21605,Meals,Credit Card,Taxi,24-07-2022 20:46,UK,East,4248,PJ714,CC29,Pending,,,
Diana,75483,Meals,Credit Card,Hotel,01-08-2022 09:53,France,East,9284,PJ916,CC27,Received,,,
Bob,71073,Travel,Online,Restaurant,23-02-2022 18:42,USA,North,3098,PJ538,CC2,Approved,,,
Fiona,32571,Travel,Bank Transfer,Taxi,08-04-2022 23:48,Japan,South,1085,PJ195,CC39,Pending,,,
Charlie,64355,Accommodation,Credit Card,Taxi,02-09-2022 22:16,France,South,6604,PJ810,CC26,Approved,,,
Diana,43201,Accommodation,Cash,Restaurant,08-04-2022 11:53,USA,Central,5918,PJ465,CC21,Received,,,
Edward,88633,Travel,Cash,Restaurant,27-08-2022 10:00,Germany,South,1627,PJ876,CC11,Received,,,
Bob,98157,Accommodation,Online,Airline,11-07-2022 04:33,Japan,North,7840,PJ225,CC6,Received,,,
Julia,93349,Travel,Bank Transfer,Hotel,10-02-2022 16:52,Canada,South,4950,PJ770,CC39,Pending,,,
Diana,54889,Travel,Online,Taxi,23-04-2022 17:54,USA,West,7840,PJ778,CC2,Rejected,,,
George,94466,Travel,Bank Transfer,Hotel,05-01-2022 06:56,Germany,West,4794,PJ989,CC49,Rejected,,,
Edward,89835,Accommodation,Cash,Hotel,02-11-2022 00:21,UK,Central,8654,PJ450,CC43,Pending,,,
Hannah,92249,Meals,Online,Restaurant,22-12-2022 16:39,Germany,West,4950,PJ614,CC46,Pending,,,
Charlie,95532,Transport,Bank Transfer,Airline,19-08-2022 11:25,Japan,North,8949,PJ226,CC5,Received,,,
Charlie,26363,Accommodation,Credit Card,Hotel,30-09-2022 00:58,France,South,6604,PJ734,CC35,Pending,,,
Bob,34785,Transport,Online,Restaurant,04-04-2022 09:37,Japan,East,7141,PJ312,CC36,Rejected,,,
George,65913,Transport,Cash,Taxi,15-10-2022 17:49,USA,South,7141,PJ541,CC49,Pending,,,
Alice,73418,Meals,Online,Taxi,07-11-2022 02:36,Canada,North,1793,PJ182,CC16,Pending,,,
Julia,46736,Accommodation,Cash,Taxi,10-03-2022 12:44,France,South,8439,PJ856,CC42,Received,,,
Diana,76576,Transport,Credit Card,Taxi,10-05-2022 06:44,UK,South,9284,PJ411,CC41,Approved,,,
Hannah,81786,Meals,Cash,Restaurant,18-01-2022 07:32,Germany,West,2390,PJ572,CC49,Pending,,,
Diana,67508,Meals,Cash,Hotel,09-02-2022 11:57,USA,North,4432,PJ831,CC4,Rejected,,,
George,17704,Travel,Credit Card,Hotel,28-01-2022 02:46,UK,West,1627,PJ644,CC13,Received,,,
Ivan,82308,Accommodation,Bank Transfer,Hotel,10-11-2022 16:30,Canada,Central,5654,PJ952,CC7,Approved,,,
Julia,52179,Transport,Cash,Hotel,24-04-2022 16:31,France,Central,4369,PJ265,CC20,Rejected,,,
Fiona,35907,Meals,Credit Card,Hotel,11-07-2022 23:30,USA,North,7315,PJ601,CC3,Rejected,,,
Hannah,55192,Transport,Credit Card,Taxi,22-11-2022 11:59,UK,North,2959,PJ677,CC1,Received,,,
Ivan,19144,Accommodation,Bank Transfer,Restaurant,10-10-2022 09:20,Canada,Central,8196,PJ866,CC10,Received,,,
Bob,37741,Travel,Online,Hotel,10-09-2022 13:23,Germany,East,4794,PJ266,CC18,Approved,,,
Hannah,72551,Transport,Online,Restaurant,28-10-2022 16:40,Canada,Central,3965,PJ561,CC22,Rejected,,,
George,12195,Travel,Online,Restaurant,21-02-2022 15:25,France,South,7843,PJ113,CC8,Received,,,
Julia,14680,Meals,Bank Transfer,Hotel,03-11-2022 14:02,UK,Central,1999,PJ570,CC12,Pending,,,
Alice,65751,Travel,Cash,Taxi,17-03-2022 04:42,Canada,Central,4369,PJ987,CC21,Rejected,,,
Bob,35687,Transport,Credit Card,Hotel,17-08-2022 14:34,USA,West,3405,PJ937,CC12,Pending,,,
Fiona,62237,Accommodation,Cash,Restaurant,24-10-2022 16:53,France,North,6003,PJ581,CC16,Received,,,
Charlie,48008,Transport,Online,Taxi,25-11-2022 17:58,USA,West,5654,PJ781,CC24,Approved,,,
Edward,20100,Transport,Online,Taxi,21-03-2022 04:56,Canada,West,7281,PJ873,CC16,Approved,,,
Alice,70343,Travel,Credit Card,Hotel,21-10-2022 01:11,Canada,West,2161,PJ514,CC20,Received,,,
Diana,90704,Travel,Credit Card,Restaurant,01-01-2022 19:35,France,South,6807,PJ488,CC39,Pending,,,
Edward,53723,Transport,Cash,Hotel,05-03-2022 22:46,France,North,5659,PJ859,CC20,Received,,,
Fiona,64180,Travel,Cash,Airline,14-07-2022 15:13,Germany,Central,9693,PJ968,CC34,Received,,,
Julia,67625,Travel,Online,Hotel,29-06-2022 22:01,Canada,South,9693,PJ990,CC48,Pending,,,
Bob,55856,Accommodation,Credit Card,Taxi,27-07-2022 02:48,Japan,West,4369,PJ151,CC21,Received,,,
Ivan,99514,Accommodation,Credit Card,Hotel,23-01-2022 09:52,Japan,South,7065,PJ714,CC22,Received,,,
Hannah,87582,Meals,Online,Airline,28-07-2022 22:26,Canada,South,6175,PJ997,CC16,Pending,,,
Ivan,30950,Transport,Online,Airline,03-06-2022 00:15,USA,West,8706,PJ879,CC46,Received,,,
Edward,19500,Travel,Online,Hotel,08-11-2022 14:18,Japan,West,8963,PJ732,CC43,Pending,,,
Bob,62548,Transport,Online,Hotel,21-07-2022 13:39,Germany,South,3218,PJ439,CC8,Received,,,
Fiona,56614,Meals,Cash,Airline,09-03-2022 00:23,USA,South,9353,PJ568,CC35,Approved,,,
George,33418,Meals,Bank Transfer,Restaurant,20-06-2022 00:30,Canada,North,5918,PJ947,CC14,Approved,,,
Fiona,59747,Accommodation,Online,Airline,07-04-2022 02:52,USA,North,4950,PJ164,CC48,Received,,,
Ivan,43415,Travel,Credit Card,Hotel,10-01-2022 08:50,UK,West,6604,PJ337,CC48,Rejected,,,
George,22232,Travel,Bank Transfer,Airline,21-11-2022 22:56,France,West,3965,PJ537,CC24,Received,,,
Charlie,26957,Transport,Online,Taxi,13-07-2022 14:46,USA,South,9284,PJ394,CC39,Approved,,,
Alice,67600,Accommodation,Cash,Taxi,27-10-2022 18:10,USA,East,1627,PJ444,CC28,Pending,,,
Bob,37784,Accommodation,Online,Airline,12-03-2022 09:40,Canada,North,4432,PJ206,CC36,Pending,,,
Bob,54239,Accommodation,Online,Hotel,18-04-2022 05:33,Japan,East,9353,PJ215,CC7,Rejected,,,
Alice,49335,Travel,Online,Airline,18-06-2022 17:16,Germany,South,4950,PJ756,CC25,Received,,,
Bob,47212,Meals,Bank Transfer,Restaurant,30-11-2022 04:28,Japan,Central,4369,PJ966,CC16,Received,,,
Julia,62141,Meals,Bank Transfer,Airline,30-07-2022 17:42,USA,Central,8196,PJ793,CC5,Received,,,
Bob,72746,Travel,Online,Airline,29-05-2022 05:52,UK,Central,2234,PJ444,CC7,Approved,,,
Fiona,43354,Meals,Credit Card,Airline,21-12-2022 11:29,Canada,Central,7281,PJ284,CC8,Approved,,,
Bob,89668,Transport,Credit Card,Airline,28-07-2022 18:37,Germany,South,2959,PJ354,CC2,Approved,,,
Fiona,64254,Travel,Online,Restaurant,11-08-2022 23:21,USA,North,3665,PJ370,CC22,Pending,,,
Bob,17601,Travel,Bank Transfer,Taxi,24-12-2022 15:55,France,North,8654,PJ192,CC5,Received,,,
Diana,37867,Accommodation,Credit Card,Hotel,29-05-2022 13:00,France,East,2669,PJ183,CC37,Rejected,,,
Edward,21059,Travel,Bank Transfer,Hotel,26-07-2022 10:38,France,West,3405,PJ236,CC13,Approved,,,
Julia,76275,Transport,Bank Transfer,Taxi,04-05-2022 20:34,Canada,Central,2234,PJ226,CC44,Rejected,,,
Bob,31266,Accommodation,Online,Hotel,05-06-2022 17:18,France,North,1627,PJ183,CC48,Rejected,,,
Diana,15410,Accommodation,Online,Taxi,27-04-2022 18:06,Germany,South,3965,PJ864,CC31,Rejected,,,
Alice,58691,Meals,Online,Hotel,10-12-2022 01:25,Canada,West,9324,PJ260,CC12,Pending,,,
Alice,58798,Accommodation,Online,Taxi,19-11-2022 14:57,UK,East,7840,PJ250,CC23,Approved,,,
Ivan,92357,Transport,Cash,Hotel,05-05-2022 23:38,UK,East,9324,PJ372,CC4,Pending,,,
Bob,79434,Transport,Bank Transfer,Hotel,03-06-2022 16:27,France,North,7281,PJ141,CC30,Pending,,,
George,28231,Meals,Cash,Hotel,16-09-2022 04:38,Japan,South,9353,PJ259,CC45,Rejected,,,
Edward,19724,Travel,Credit Card,Taxi,19-10-2022 19:15,Canada,South,2161,PJ808,CC4,Pending,,,
Charlie,33314,Transport,Bank Transfer,Restaurant,15-03-2022 13:58,France,North,5654,PJ120,CC23,Rejected,,,
Alice,76477,Transport,Cash,Airline,01-10-2022 15:59,France,North,7065,PJ722,CC3,Approved,,,
Hannah,37479,Meals,Cash,Airline,15-05-2022 12:37,Japan,North,4369,PJ177,CC38,Approved,,,
Bob,35025,Meals,Online,Hotel,01-03-2022 11:35,UK,North,4950,PJ162,CC19,Approved,,,
Bob,21590,Meals,Online,Taxi,02-04-2022 23:28,Japan,South,2669,PJ372,CC22,Pending,,,
Ivan,64762,Travel,Cash,Taxi,20-11-2022 03:57,UK,South,4248,PJ318,CC4,Pending,,,
Julia,86853,Travel,Bank Transfer,Hotel,12-07-2022 05:45,Canada,North,5659,PJ644,CC40,Received,,,
Julia,84544,Accommodation,Credit Card,Airline,14-10-2022 18:32,France,South,1100,PJ298,CC5,Approved,,,
Charlie,41838,Transport,Bank Transfer,Airline,03-03-2022 22:55,Canada,East,5654,PJ481,CC13,Received,,,
Charlie,28491,Travel,Online,Airline,06-02-2022 01:38,Germany,South,9324,PJ329,CC33,Rejected,,,
George,24672,Accommodation,Credit Card,Restaurant,03-12-2022 13:48,Germany,South,7141,PJ828,CC19,Received,,,
Hannah,96179,Travel,Cash,Hotel,29-06-2022 04:36,Japan,West,2234,PJ877,CC36,Pending,,,
George,21834,Meals,Bank Transfer,Hotel,12-02-2022 04:49,USA,South,4648,PJ569,CC7,Received,,,
George,92865,Accommodation,Cash,Hotel,29-09-2022 16:59,UK,North,2390,PJ376,CC29,Received,,,
Fiona,72570,Travel,Credit Card,Restaurant,04-07-2022 17:57,Canada,North,1268,PJ768,CC24,Received,,,
Diana,83929,Travel,Cash,Airline,11-10-2022 10:18,France,North,5659,PJ947,CC25,Approved,,,
Charlie,66620,Transport,Cash,Taxi,12-01-2022 22:00,USA,Central,6175,PJ115,CC28,Approved,,,
Bob,93725,Travel,Credit Card,Taxi,26-08-2022 10:19,Germany,South,4794,PJ464,CC19,Pending,,,
Julia,57993,Transport,Credit Card,Taxi,19-07-2022 20:33,France,West,8963,PJ624,CC17,Received,,,
Alice,77398,Meals,Cash,Hotel,20-03-2022 04:45,USA,North,1793,PJ451,CC37,Pending,,,
Fiona,76439,Accommodation,Credit Card,Airline,31-05-2022 19:04,USA,North,2390,PJ144,CC49,Received,,,
Fiona,25352,Accommodation,Bank Transfer,Hotel,26-03-2022 02:53,Germany,Central,1999,PJ914,CC42,Pending,,,
Alice,74022,Accommodation,Bank Transfer,Airline,01-10-2022 03:35,Japan,East,8706,PJ219,CC49,Rejected,,,
Ivan,99935,Travel,Credit Card,Restaurant,27-10-2022 04:54,France,Central,4950,PJ923,CC2,Rejected,,,
Diana,24297,Accommodation,Online,Hotel,11-10-2022 10:30,France,North,7065,PJ689,CC15,Approved,,,
Ivan,15896,Transport,Bank Transfer,Hotel,02-10-2022 00:33,USA,North,6175,PJ438,CC28,Pending,,,
Alice,22003,Accommodation,Cash,Airline,08-03-2022 07:54,Japan,South,2959,PJ573,CC14,Rejected,,,
Fiona,83478,Travel,Credit Card,Hotel,31-10-2022 06:05,Japan,East,1793,PJ425,CC14,Received,,,
George,33761,Travel,Online,Taxi,02-04-2022 04:31,UK,North,2038,PJ514,CC45,Rejected,,,
Edward,52439,Transport,Bank Transfer,Restaurant,25-03-2022 04:05,UK,West,4950,PJ364,CC27,Approved,,,
Hannah,91858,Transport,Credit Card,Airline,24-09-2022 16:48,UK,North,8439,PJ842,CC21,Approved,,,
Bob,62280,Travel,Online,Taxi,03-05-2022 09:13,USA,Central,6604,PJ742,CC15,Rejected,,,
George,46589,Travel,Bank Transfer,Hotel,12-09-2022 05:57,UK,Central,9324,PJ390,CC20,Pending,,,
Julia,94631,Meals,Credit Card,Airline,02-04-2022 11:59,Germany,South,4369,PJ947,CC40,Received,,,
Bob,18472,Meals,Online,Taxi,04-10-2022 09:48,USA,North,1885,PJ646,CC27,Rejected,,,
Charlie,76564,Accommodation,Cash,Airline,15-06-2022 11:37,Japan,North,4794,PJ964,CC18,Approved,,,
Ivan,45428,Meals,Online,Taxi,18-05-2022 18:56,UK,South,2959,PJ615,CC22,Rejected,,,
Hannah,72444,Travel,Online,Taxi,28-11-2022 22:53,Canada,North,7843,PJ670,CC33,Approved,,,
Julia,77889,Meals,Cash,Taxi,07-04-2022 11:52,France,East,7840,PJ334,CC25,Approved,,,
Hannah,97582,Travel,Online,Hotel,05-02-2022 13:50,USA,South,9284,PJ157,CC39,Received,,,
Charlie,17734,Meals,Credit Card,Airline,14-04-2022 14:09,France,South,1627,PJ863,CC8,Pending,,,
Ivan,38436,Transport,Bank Transfer,Airline,04-08-2022 00:05,France,East,6003,PJ551,CC28,Approved,,,
Alice,33905,Travel,Bank Transfer,Airline,21-10-2022 09:26,UK,West,7843,PJ953,CC9,Approved,,,
Edward,36981,Accommodation,Credit Card,Taxi,12-07-2022 08:44,Canada,North,4648,PJ923,CC47,Pending,,,
Edward,86473,Accommodation,Bank Transfer,Restaurant,05-10-2022 07:30,UK,North,1100,PJ904,CC23,Rejected,,,
Diana,55463,Meals,Bank Transfer,Restaurant,09-07-2022 19:53,Japan,West,8439,PJ286,CC14,Received,,,
Ivan,76589,Transport,Credit Card,Restaurant,19-08-2022 19:22,Canada,Central,7065,PJ682,CC46,Approved,,,
Julia,29361,Travel,Online,Hotel,14-05-2022 13:02,Canada,South,2669,PJ185,CC48,Rejected,,,
Diana,31875,Accommodation,Bank Transfer,Taxi,06-09-2022 23:21,Japan,South,5654,PJ477,CC31,Approved,,,
Bob,46661,Travel,Cash,Airline,15-07-2022 10:42,France,Central,4950,PJ882,CC3,Approved,,,
Charlie,12679,Meals,Bank Transfer,Hotel,05-09-2022 14:18,France,East,2038,PJ473,CC48,Received,,,
Charlie,86723,Travel,Online,Hotel,23-05-2022 19:09,Canada,Central,8439,PJ114,CC26,Pending,,,
Diana,80486,Travel,Credit Card,Restaurant,10-07-2022 20:20,Japan,East,4794,PJ821,CC41,Pending,,,
Fiona,41222,Meals,Credit Card,Restaurant,02-08-2022 04:22,Canada,South,4248,PJ450,CC40,Rejected,,,
Hannah,78201,Accommodation,Credit Card,Airline,05-09-2022 14:36,Canada,North,6175,PJ159,CC46,Rejected,,,
Charlie,94977,Transport,Cash,Hotel,22-11-2022 19:26,France,East,8706,PJ567,CC14,Approved,,,
Ivan,40857,Transport,Bank Transfer,Hotel,14-03-2022 22:01,Japan,South,1793,PJ976,CC31,Pending,,,
Alice,49606,Transport,Credit Card,Taxi,15-01-2022 08:03,Japan,South,2669,PJ593,CC40,Received,,,
Hannah,10851,Meals,Online,Taxi,16-09-2022 14:36,Germany,East,8963,PJ710,CC31,Rejected,,,
Julia,15028,Travel,Credit Card,Airline,09-05-2022 00:32,Germany,West,1085,PJ452,CC46,Approved,,,
Ivan,30177,Meals,Credit Card,Restaurant,16-07-2022 19:41,Japan,East,7843,PJ708,CC1,Pending,,,
Diana,99236,Meals,Bank Transfer,Restaurant,03-03-2022 00:22,USA,South,3218,PJ577,CC36,Approved,,,
Hannah,49920,Travel,Bank Transfer,Restaurant,04-06-2022 03:00,Germany,North,9324,PJ154,CC47,Pending,,,
Fiona,65082,Transport,Bank Transfer,Restaurant,24-05-2022 08:27,UK,Central,7281,PJ123,CC4,Received,,,
Charlie,84305,Meals,Online,Airline,25-02-2022 14:08,France,West,8949,PJ426,CC46,Approved,,,
Edward,32036,Transport,Bank Transfer,Airline,23-04-2022 16:56,Germany,South,2038,PJ462,CC14,Rejected,,,
Bob,48212,Accommodation,Bank Transfer,Airline,04-12-2022 17:18,Canada,North,3665,PJ155,CC10,Rejected,,,
Edward,92032,Accommodation,Bank Transfer,Taxi,30-03-2022 17:17,Canada,West,9353,PJ148,CC24,Received,,,
Hannah,44735,Transport,Credit Card,Airline,02-03-2022 04:47,UK,North,2234,PJ762,CC9,Approved,,,
Hannah,92570,Meals,Online,Airline,01-07-2022 05:29,USA,South,8963,PJ186,CC46,Pending,,,
Bob,11384,Travel,Cash,Taxi,20-07-2022 10:45,Canada,North,3218,PJ452,CC48,Rejected,,,
Hannah,89403,Transport,Online,Taxi,12-05-2022 02:55,Japan,South,1793,PJ997,CC17,Pending,,,
Edward,75599,Transport,Credit Card,Restaurant,06-09-2022 15:35,Germany,North,2390,PJ609,CC38,Approved,,,
Hannah,79524,Meals,Cash,Restaurant,18-09-2022 13:30,Japan,North,1885,PJ952,CC39,Pending,,,
Alice,61654,Transport,Online,Taxi,22-07-2022 18:38,Canada,West,6150,PJ760,CC46,Rejected,,,
Edward,72729,Transport,Credit Card,Hotel,26-03-2022 01:05,USA,Central,7843,PJ753,CC35,Rejected,,,
Diana,62668,Meals,Credit Card,Restaurant,16-09-2022 07:31,UK,West,2669,PJ418,CC45,Approved,,,
Alice,29055,Transport,Cash,Taxi,29-12-2022 10:31,USA,East,2959,PJ457,CC8,Pending,,,
Diana,56499,Transport,Credit Card,Hotel,06-08-2022 17:10,USA,East,8196,PJ674,CC32,Approved,,,
Hannah,97314,Transport,Cash,Restaurant,30-09-2022 05:43,France,South,6604,PJ276,CC7,Rejected,,,
Bob,46209,Accommodation,Online,Restaurant,28-02-2022 08:31,Canada,North,6003,PJ902,CC44,Received,,,
George,18010,Accommodation,Cash,Airline,19-06-2022 08:21,Japan,West,9284,PJ329,CC10,Rejected,,,
Hannah,69618,Travel,Cash,Taxi,10-04-2022 02:16,Canada,North,1627,PJ586,CC28,Rejected,,,
Diana,89073,Travel,Credit Card,Restaurant,27-11-2022 06:05,Germany,Central,4950,PJ646,CC11,Approved,,,
Bob,61115,Travel,Bank Transfer,Hotel,27-07-2022 20:52,USA,North,2678,PJ407,CC8,Rejected,,,
Julia,81299,Meals,Credit Card,Airline,21-10-2022 02:12,UK,South,4369,PJ238,CC44,Approved,,,
Charlie,29340,Meals,Credit Card,Airline,13-03-2022 16:58,Canada,West,9693,PJ697,CC25,Rejected,,,
Diana,82932,Meals,Online,Restaurant,26-01-2022 04:53,Canada,East,5659,PJ450,CC16,Approved,,,
Alice,63121,Transport,Cash,Taxi,04-06-2022 08:32,Japan,Central,4950,PJ270,CC32,Approved,,,
Julia,24705,Meals,Online,Airline,10-10-2022 22:40,UK,North,5659,PJ997,CC36,Rejected,,,
Edward,66448,Travel,Online,Hotel,12-08-2022 21:12,Japan,Central,3218,PJ618,CC36,Approved,,,
Fiona,96823,Travel,Cash,Hotel,12-01-2022 05:29,Japan,Central,6175,PJ256,CC39,Pending,,,
George,35274,Travel,Online,Hotel,28-11-2022 14:41,France,Central,2038,PJ944,CC26,Rejected,,,
Charlie,92212,Meals,Bank Transfer,Hotel,22-09-2022 01:49,Germany,Central,9693,PJ415,CC10,Rejected,,,
Edward,41075,Meals,Cash,Taxi,12-07-2022 00:33,Canada,West,4248,PJ534,CC47,Approved,,,
Diana,63251,Travel,Online,Airline,18-04-2022 22:16,Japan,Central,1885,PJ291,CC40,Pending,,,
Alice,80882,Accommodation,Bank Transfer,Hotel,10-06-2022 01:28,Canada,Central,8949,PJ431,CC31,Rejected,,,
Charlie,33417,Travel,Credit Card,Hotel,14-04-2022 08:21,Germany,West,4648,PJ846,CC30,Approved,,,
Bob,23729,Meals,Cash,Taxi,26-09-2022 23:01,Germany,South,3098,PJ792,CC20,Pending,,,
Julia,33836,Meals,Credit Card,Hotel,11-09-2022 22:28,Canada,East,6175,PJ473,CC34,Approved,,,
Diana,66132,Travel,Online,Restaurant,28-07-2022 08:55,Germany,East,7281,PJ176,CC15,Approved,,,
Fiona,79658,Transport,Bank Transfer,Taxi,03-01-2022 16:46,Germany,Central,2669,PJ851,CC8,Received,,,
Bob,76272,Accommodation,Bank Transfer,Restaurant,29-09-2022 09:25,UK,Central,7843,PJ148,CC38,Approved,,,
Bob,36872,Accommodation,Bank Transfer,Taxi,13-01-2022 18:14,Germany,East,9353,PJ489,CC17,Pending,,,
Ivan,93891,Meals,Credit Card,Airline,14-07-2022 06:05,UK,North,1999,PJ402,CC42,Rejected,,,
Hannah,21465,Meals,Bank Transfer,Taxi,06-12-2022 15:59,USA,North,4648,PJ859,CC12,Pending,,,
Bob,89285,Meals,Bank Transfer,Hotel,06-09-2022 13:55,Germany,Central,6807,PJ952,CC27,Rejected,,,
Ivan,43374,Travel,Credit Card,Airline,08-04-2022 04:47,Japan,East,3098,PJ627,CC29,Rejected,,,
Hannah,28504,Meals,Credit Card,Restaurant,24-09-2022 08:48,UK,North,4950,PJ116,CC7,Received,,,
Edward,55302,Meals,Bank Transfer,Restaurant,07-08-2022 03:59,USA,North,4794,PJ983,CC24,Rejected,,,
Bob,68503,Meals,Online,Airline,19-09-2022 14:29,Germany,East,7281,PJ592,CC18,Approved,,,
Julia,25835,Accommodation,Online,Taxi,17-08-2022 22:04,Germany,North,4432,PJ420,CC29,Rejected,,,
Edward,17788,Accommodation,Cash,Restaurant,05-11-2022 18:34,France,East,4950,PJ509,CC47,Approved,,,
Charlie,62547,Transport,Bank Transfer,Hotel,08-07-2022 06:54,Canada,West,2390,PJ459,CC41,Pending,,,
George,34404,Transport,Cash,Restaurant,26-09-2022 04:50,Japan,Central,1085,PJ456,CC36,Received,,,
Diana,36951,Meals,Credit Card,Hotel,02-11-2022 02:37,France,East,4369,PJ460,CC29,Rejected,,,
Hannah,48111,Accommodation,Credit Card,Restaurant,13-12-2022 16:23,Germany,South,4369,PJ291,CC18,Pending,,,
Diana,77840,Accommodation,Credit Card,Restaurant,30-11-2022 16:37,France,East,5654,PJ137,CC30,Approved,,,
George,21909,Accommodation,Credit Card,Airline,27-10-2022 13:39,France,West,5654,PJ979,CC13,Rejected,,,
Ivan,24281,Accommodation,Online,Restaurant,05-03-2022 18:51,Germany,South,2678,PJ897,CC22,Received,,,
George,28387,Transport,Credit Card,Taxi,20-03-2022 02:07,Japan,North,1885,PJ525,CC47,Received,,,
George,70935,Travel,Credit Card,Airline,25-03-2022 17:32,Canada,South,2390,PJ431,CC6,Pending,,,
Charlie,70565,Accommodation,Online,Hotel,14-07-2022 00:31,Japan,South,3965,PJ190,CC43,Pending,,,
Hannah,99564,Accommodation,Credit Card,Airline,01-11-2022 23:30,USA,North,8439,PJ746,CC5,Received,,,
Alice,23704,Accommodation,Cash,Restaurant,10-06-2022 15:21,Japan,South,2669,PJ826,CC43,Pending,,,
Ivan,60859,Accommodation,Bank Transfer,Hotel,02-06-2022 10:45,Germany,North,1627,PJ588,CC25,Pending,,,
Charlie,19774,Travel,Bank Transfer,Airline,27-06-2022 01:59,Germany,South,7843,PJ325,CC8,Rejected,,,
Hannah,83728,Travel,Credit Card,Airline,05-11-2022 00:36,UK,North,4950,PJ464,CC26,Received,,,
Fiona,83064,Meals,Credit Card,Airline,09-04-2022 18:28,USA,East,1100,PJ385,CC40,Approved,,,
